,Date,Open,Low,Close,High
0,2014-01-02 15:30:00,241.08999633789062,239.9199981689453,241.52999877929688,243.19000244140625
1,2014-01-03 15:30:00,241.1699981689453,239.02999877929688,242.7100067138672,243.8800048828125
2,2014-01-06 15:30:00,243.1699981689453,241.14999389648438,242.4199981689453,244.77999877929688
3,2014-01-07 15:30:00,243.7100067138672,243.25999450683594,248.36000061035156,248.9199981689453
4,2014-01-08 15:30:00,247.94000244140625,246.77999877929688,249.6699981689453,249.77000427246094
5,2014-01-09 15:30:00,250.0500030517578,248.58999633789062,249.5,251.22000122070312
6,2014-01-10 15:30:00,249.94000244140625,247.85000610351562,249.99000549316406,250.52999877929688
7,2014-01-13 15:30:00,248.91000366210938,245.9499969482422,247.27000427246094,250.63999938964844
8,2014-01-14 15:30:00,248.5500030517578,245.8800048828125,252.4499969482422,252.5399932861328
9,2014-01-15 15:30:00,252.19000244140625,249.74000549316406,253.1999969482422,254.02999877929688
10,2014-01-16 15:30:00,252.49000549316406,251.8300018310547,254.07000732421875,254.72999572753906
11,2014-01-17 15:30:00,252.9199981689453,251.6999969482422,254.2899932861328,255.25
12,2014-01-21 15:30:00,254.75999450683594,252.7899932861328,255.72999572753906,256.0
13,2014-01-22 15:30:00,256.07000732421875,254.47000122070312,255.85000610351562,256.9800109863281
14,2014-01-23 15:30:00,255.58999633789062,251.58999633789062,253.58999633789062,256.94000244140625
15,2014-01-24 15:30:00,251.6300048828125,243.08999633789062,243.44000244140625,251.6300048828125
16,2014-01-27 15:30:00,243.67999267578125,240.14999389648438,241.6199951171875,243.67999267578125
17,2014-01-28 15:30:00,242.0500030517578,241.8800048828125,248.6300048828125,248.74000549316406
18,2014-01-29 15:30:00,245.86000061035156,244.0,244.6699981689453,249.9600067138672
19,2014-01-30 15:30:00,249.2100067138672,246.0500030517578,249.42999267578125,249.6199951171875
20,2014-01-31 15:30:00,243.02999877929688,243.02999877929688,246.3000030517578,247.9600067138672
21,2014-02-03 15:30:00,246.36000061035156,234.33999633789062,234.7100067138672,247.85000610351562
22,2014-02-04 15:30:00,236.6300048828125,235.22999572753906,237.80999755859375,238.89999389648438
23,2014-02-05 15:30:00,238.80999755859375,235.1999969482422,235.8699951171875,238.80999755859375
24,2014-02-06 15:30:00,242.1999969482422,242.1999969482422,254.0,254.9600067138672
25,2014-02-07 15:30:00,254.0,250.6699981689453,255.24000549316406,258.30999755859375
26,2014-02-10 15:30:00,254.47000122070312,252.91000366210938,254.44000244140625,255.7899932861328
27,2014-02-11 15:30:00,254.24000549316406,251.8699951171875,254.3300018310547,255.50999450683594
28,2014-02-12 15:30:00,254.0,249.8000030517578,251.9499969482422,255.25999450683594
29,2014-02-13 15:30:00,250.72999572753906,250.00999450683594,251.9199981689453,252.72000122070312
30,2014-02-14 15:30:00,251.02999877929688,248.5,249.63999938964844,252.77999877929688
31,2014-02-18 15:30:00,249.49000549316406,246.6999969482422,247.00999450683594,250.3699951171875
32,2014-02-19 15:30:00,246.58999633789062,243.64999389648438,243.8000030517578,248.0399932861328
33,2014-02-20 15:30:00,244.8699951171875,243.7100067138672,245.0399932861328,246.05999755859375
34,2014-02-21 15:30:00,245.13999938964844,243.13999938964844,243.17999267578125,245.63999938964844
35,2014-02-24 15:30:00,244.39999389648438,244.02000427246094,245.88999938964844,246.55999755859375
36,2014-02-25 15:30:00,246.58999633789062,244.77999877929688,246.1699981689453,246.97999572753906
37,2014-02-26 15:30:00,248.0,245.0500030517578,248.0500030517578,249.3800048828125
38,2014-02-27 15:30:00,247.08999633789062,246.50999450683594,247.27999877929688,248.47000122070312
39,2014-02-28 15:30:00,247.07000732421875,244.6300048828125,245.75999450683594,248.0
40,2014-03-03 15:30:00,245.6199951171875,240.27000427246094,241.0800018310547,245.92999267578125
41,2014-03-04 15:30:00,244.75,243.4499969482422,245.07000732421875,245.6999969482422
42,2014-03-05 15:30:00,245.1999969482422,243.57000732421875,243.60000610351562,246.3300018310547
43,2014-03-06 15:30:00,244.94000244140625,243.25,244.5800018310547,245.5399932861328
44,2014-03-07 15:30:00,246.2899932861328,244.3699951171875,245.58999633789062,246.3000030517578
45,2014-03-10 14:30:00,245.58999633789062,242.5,244.47999572753906,247.0800018310547
46,2014-03-11 14:30:00,244.63999938964844,241.58999633789062,243.27000427246094,245.2100067138672
47,2014-03-12 14:30:00,241.80999755859375,240.3699951171875,243.72000122070312,243.94000244140625
48,2014-03-13 14:30:00,244.72000122070312,238.60000610351562,238.9199981689453,245.3300018310547
49,2014-03-14 14:30:00,238.9199981689453,236.27999877929688,236.55999755859375,239.6199951171875
