Price,Open,High,Low,Close,Volume
Ticker,EVRG,EVRG,EVRG,EVRG,EVRG
Date,,,,,
2014-01-02,21.246171478333117,21.272556648613794,20.889980486343138,20.955942153930664,1106900
2014-01-03,21.199998069132896,21.199998069132896,20.929556372227296,21.041690826416016,1857600
2014-01-06,21.094465025407768,21.279156224331462,21.054888519654753,21.21319580078125,1428400
2014-01-07,21.318729026874127,21.58257569212995,21.28574882277422,21.549592971801758,1306900
2014-01-08,21.556190522358712,21.58917072645862,21.41107460484518,21.549592971801758,1572700
2014-01-09,21.661727975693715,21.760671100980876,21.582574985200907,21.740880966186523,952800
2014-01-10,21.806846706760886,22.09707605356242,21.793654120602383,21.971750259399414,1192300
2014-01-13,21.91897873050351,22.01792186323223,21.727690015883127,21.780460357666016,620200
2014-01-14,21.622148718348573,21.767264621014974,21.523208116171684,21.595766067504883,1377000
2014-01-15,21.5957709187858,21.622153575556098,21.411077224022176,21.450654983520508,1192100
2014-01-16,21.450653316533252,21.51661372767592,21.33851759811664,21.417673110961914,1209600
2014-01-17,21.41767586036629,21.536406628647377,21.404483273198537,21.477041244506836,743900
2014-01-21,21.503418947833858,21.87280375473188,21.503418947833858,21.820035934448242,1144300
2014-01-22,21.767271357449648,21.965155139271612,21.76067632175473,21.899194717407227,944600
2014-01-23,21.82003644138275,21.833226509588997,21.60895760665989,21.747478485107422,1125000
2014-01-24,21.707901647421217,21.721094232412106,21.430864911297416,21.43745994567871,925800
2014-01-27,21.47044230315823,21.516615097142534,21.338518956247977,21.404481887817383,752100
2014-01-28,21.43086736188564,21.457250018655934,21.34511680775355,21.450654983520508,531300
2014-01-29,21.37150168014696,21.56278789112684,21.27255854090713,21.404481887817383,637900
2014-01-30,21.483635332265248,21.76067461810961,21.44405757250788,21.694711685180664,418700
2014-01-31,21.516614848013273,21.89919229800049,21.411076674952753,21.87940216064453,1128200
2014-02-03,21.918977974818866,22.090479063472145,21.404479741315633,21.43745994567871,1503000
2014-02-04,21.4770402145219,21.556193217503736,21.28575148410624,21.529808044433594,1150600
2014-02-05,21.496827172110386,21.503422207059884,21.358308792114258,21.358308792114258,577500
2014-02-06,21.41107241423091,21.641938851766373,21.331919429243797,21.595766067504883,717500
2014-02-07,21.674920025268992,21.839823552526088,21.60236207067937,21.820035934448242,657900
2014-02-10,21.820040976725497,22.011327200213657,21.688117621188727,21.99813461303711,503000
2014-02-11,21.97175088675745,22.248787655310693,21.93876816230517,22.14984703063965,349600
2014-02-12,22.16303471325528,22.255382809052684,22.103669338356823,22.215805053710938,316900
2014-02-13,22.149837572594073,22.545604934741625,22.11685486222551,22.512624740600586,634700
2014-02-14,22.49284317170753,22.743497271785685,22.48624813686032,22.736902236938477,936700
2014-02-18,22.75668832217265,22.882014105640973,22.67093777757416,22.862226486206055,824200
2014-02-19,22.855627190599712,22.94137520298303,22.637953352485507,22.651145935058594,588700
2014-02-20,22.631364965344524,22.90840173205177,22.604979792449953,22.87542152404785,387700
2014-02-21,22.888613713184526,23.19203564751941,22.849035954529676,23.106285095214844,780800
2014-02-24,23.172250112266436,23.244808084884372,22.888615773612013,22.908403396606445,529000
2014-02-25,22.934785265736984,23.060111053685958,22.769881721274878,22.83584213256836,567100
2014-02-26,22.954570107432968,23.033723094650064,22.677533394059093,22.776473999023438,935900
2014-02-27,22.796268958130334,22.947979930836436,22.43347911445419,22.63796043395996,1200400
2014-02-28,22.314745691081935,22.816051288266227,22.10366686906808,22.57199478149414,991600
2014-03-03,22.479653557967733,22.565401593863093,22.380710419653354,22.492843627929688,1114100
2014-03-04,22.670939849999485,22.776478023680486,22.631364607511948,22.75009536743164,823800
2014-03-05,22.756678178904217,22.84242868528138,22.64454503044939,22.76987075805664,1284200
