Price,Open,High,Low,Close,Volume
Ticker,F,F,F,F,F
Date,,,,,
2023-01-03,9.541541477554263,9.622265488738668,9.339732219434477,9.428528785705566,45809000
2023-01-04,9.58997487758188,9.751422110569898,9.476961429569702,9.694915771484375,53429700
2023-01-05,9.775639349496412,9.993593699135165,9.58997521744073,9.888652801513672,50785600
2023-01-06,9.783709876608745,10.163111386341216,9.76756554100364,10.155038833618164,53089100
2023-01-09,10.284197446323088,10.437572881351363,10.130822781135876,10.24383544921875,50865500
2023-01-10,10.235765676933138,10.389140372257494,10.090462766742851,10.364923477172852,47065500
2023-01-11,10.437574133563839,10.703962268633997,10.405284685974763,10.671672821044922,51911600
2023-01-12,10.712035401822302,10.92191643757175,10.582876834645692,10.841193199157715,58113700
2023-01-13,10.195401614376127,10.348776278748128,10.06624384020159,10.26805305480957,96444000
2023-01-17,10.259980139119602,10.372993572451644,10.033954042296548,10.227690696716309,60774900
2023-01-18,10.324559984139313,10.372994537169319,10.009737314047035,10.017809867858887,48774400
2023-01-19,9.920941472798374,9.977447809463985,9.719132247745646,9.832145690917969,52918500
2023-01-20,9.856362346136525,10.025882121911495,9.751421459243346,10.009737014770508,44349200
2023-01-23,10.074316673388543,10.421428805030358,10.0339554421344,10.332633018493652,49688000
2023-01-24,10.235763075776612,10.413354621055278,10.18732852807451,10.284196853637695,41537400
2023-01-25,10.171184549985671,10.372993761137442,10.082388004380622,10.324559211730957,37739000
2023-01-26,10.486007874081306,10.550586768976496,10.259981741948137,10.4295015335083,48970900
2023-01-27,10.397212477296819,10.792758415874127,10.38913992267087,10.712035179138184,62114600
2023-01-30,10.502151301074967,10.655525959431731,10.381065315154443,10.405282974243164,64512600
2023-01-31,10.808902914973453,10.954205040832452,10.69588946611322,10.905771255493164,83093300
2023-02-01,10.913843273844467,11.293244063126238,10.88962561252266,11.131796836853027,70641000
2023-02-02,11.438548016488621,11.785660162668957,11.325534562656584,11.559633255004883,102579800
2023-02-03,10.534441648966293,10.986493879709604,10.31648731747709,10.679743766784668,165500200
2023-02-06,10.623238149734338,10.663600151244015,10.3164880160384,10.607093811035156,77262800
2023-02-07,10.558657559188836,10.905769638636873,10.4779335691364,10.857335090637207,70671100
2023-02-08,10.736252000735087,11.051073930611102,10.736252000735087,10.833120346069336,62028400
2023-02-09,11.02685588331239,11.244810214896987,10.816974105454875,10.889625549316406,78667100
2023-02-10,11.01834559808733,11.069832735439164,10.735163887532373,10.923951148986816,68205200
2023-02-13,10.906788587331874,11.24145823964041,10.89820712534039,11.232876777648926,64201900
2023-02-14,11.14706494704485,11.318690112753622,11.001183351599058,11.129902839660645,75352900
2023-02-15,10.94111418955239,11.104157884057546,10.812395526436388,11.095577239990234,65850000
2023-02-16,10.92394997740743,11.275782530653403,10.735162736200172,11.078413009643555,64145500
