Price,Open,High,Low,Close,Volume
Ticker,MAS,MAS,MAS,MAS,MAS
Date,,,,,
2016-01-04,24.18007112104212,24.223512914482153,23.87597359536728,24.15400505065918,3374000
2016-01-05,24.232198526905737,24.466788158962636,23.94547841790219,24.058429718017578,2511600
2016-01-06,23.740215018452602,24.149981093590444,23.3827605675262,23.870990753173828,6287000
2016-01-07,23.347886556274126,23.609438011623837,22.598103278679673,22.78118896484375,5723000
2016-01-08,22.8945243982584,23.042737302313782,22.205769825617736,22.258081436157227,8750400
2016-01-11,22.29295946885718,22.510919575768813,21.6826721672468,21.926786422729492,7066500
2016-01-12,22.17961769542828,22.380140565311713,21.848317450235008,22.249364852905273,7857800
2016-01-13,22.319118556169286,22.493485669548736,21.368812217523246,21.394968032836914,5757600
2016-01-14,21.429838719336846,21.88319616353722,21.011355692184374,21.75242042541504,7536900
2016-01-15,21.281619962922285,22.08371304411593,21.185717005125273,21.639074325561523,7463600
2016-01-19,21.85703587383219,22.1621803088845,21.316495823536908,21.54317283630371,6824700
2016-01-20,21.168287504760006,21.421120379867734,20.714930054955545,21.150850296020508,6957100
2016-01-21,21.203156716768696,22.11859006779922,21.037506587227337,21.71754264831543,8733300
2016-01-22,22.27552391166369,22.833502957474188,22.153466774878787,22.29296112060547,5461000
2016-01-25,22.397578034441967,22.42373217948953,22.06627778534314,22.118589401245117,5516300
2016-01-26,22.10987216466872,22.423733564955608,21.761134688722244,22.380142211914062,3507100
2016-01-27,22.292950805596018,22.798617990607593,22.205766464131333,22.46731948852539,5728600
2016-01-28,22.589385372063564,22.728879707607703,21.996533614549147,22.16218376159668,4416700
2016-01-29,22.380135897351135,23.034015985902997,22.048837384162205,23.00786018371582,4719200
2016-02-01,22.86837341886613,23.007867750602205,22.66785052485848,22.903247833251953,3795900
2016-02-02,22.615536428302843,22.676564979408255,21.82216193812586,21.85703468322754,6471400
2016-02-03,22.10987036653483,22.240646077927373,21.15084571148387,22.022686004638672,6906600
2016-02-04,21.918062513595046,22.702720038871966,21.918062513595046,22.136022567749023,4689500
2016-02-05,22.09242926482439,22.205767751265928,21.089813437122416,21.185714721679688,6235300
2016-02-08,20.854418419470928,20.91544696965669,20.13950969517496,20.453371047973633,10549400
2016-02-09,21.464706864761236,22.345264020188456,20.575429444716224,22.136022567749023,11542300
2016-02-10,22.388861200611558,23.016585674897502,22.10987254537336,22.24064826965332,7124500
2016-02-11,21.848315530351176,22.336547252691,21.46470702938836,21.76984977722168,6618700
2016-02-12,22.074993745953996,22.545788255304338,21.996527994395606,22.510913848876953,5417100
2016-02-16,22.938120197027185,23.05146037896179,22.327832921723033,23.042741775512695,7757800
2016-02-17,23.199675148113286,23.923302662629336,23.190956543974092,23.740215301513672,6053000
2016-02-18,23.775088900282885,23.870990216707906,23.478663021361218,23.565847396850586,4252100
2016-02-19,23.49609204041687,24.149972134347916,23.39147049371055,24.080224990844727,5082200
